review,rating
although john woos hard boiled number 1 favorite movie say police story number 2 favorite movie say stunts fights action favorite part movie jackie chan jumps rail top esculator mall grabs pole surrounded chrismas lights slid pole fell skylight finally land back hard marble floor ouch buy amazoncom 1498 something 14 dollarsvhs new line home video questions comments please feel free reply im 14 know find movie ever made looking everywhere movie cant find please reply thank good night,1
catherine brreillat french director loves provoke audience takes us along witness film done location movie production seems based since person center story jeanne woman director much like ms breillat jeanne acts alter ego real directorbr br jeanne reaches impasse start filming picked wrong time photograph movie cold spell involves beach locations obviously cold actors extras jeanne problems two principal actors especially male lead problems accepting way director decided show movie lead actress angel eitherbr br movie making ms breillat tells us process like creative work art first writing period case jeanne written screen play goes production reveals problems writerdirector didnt think problem wants photograph love scene young woman story first sex contact appeared clever written page doesnt necessarily translate easy time front camera actor made wear false penis lot problems accepting fact make touch ways never thought would ever touched another manbr br luminous anne parillaud marvelous jeanne director makes observations production actors crew fit well story told gregoire colin roxane mesquide play lead actors insecurity actors bring movie set jeanne massage egos order get wants end ashley waninnger plays leo jeannes assistantbr br sex comedy allows ms breillet give us take films general great look way movies done typical breillat style,1
havent seen film genremix ive never seen another surreal scenes hilarious funny stuff film noir felling musical numbers swing sex scenes 2nd best played orgasm film bested sally pitch orson welles blended together work art work art hasnt logical end least logical everybody owned tv copy vhs loaned exgirlfriend cant get back film dvd austria 100603 sure buy,1
personal taste rules comes talking movies treasured little gem way back eighties early eighties discovered movie like many released time night patrol bad manners even king frat artwork blurbs back covers tempted teased youbr br course age movies like already mentioned well stuff like screwballs many others captured imagination thankfully many years later still remember fondness disdain many movies help maintain love genre parodies pastichesbr br made many years huge success animal house seen fared years know would way movie would ever eclipse box office bucks obtain aforementioned would linger memory much like national lampoons vacationbr br honest everything carried national lampoon logo wild success however class reunion remains one time favourite movies instantly recognisable characters aloof bob spinnaker played perfection gerrit graham good charles bands terrorvision still lingering past glories youth stephen fursts brash ballsy turn high school lazy drunken sex crazed bum hubert downsbr br sweet makes ponder already said personal taste withstanding people cruel never win awards compared like itss peers within comedy world merit one earlier scripts penned john hughes would later go one favourites work weird science well wonderful theme title sung great gary us bondsbr br say movie waiting rediscovered time time,1
okay made way back 1993 directed loosely robert iscove written loosely john miglis supposed based true story hard believe anyone could stupid blind truth certainly obvious beginning dame could getbr br tim matheson looking somewhat older remember played empty headed man looking romance somewhat dull empty life well came likes tracy pollan somewhat vacant looking girl kinky sex means conquering guysbr br come phone sex even 90s old hat cant believe someone would fall old line mr matheson seemed buy cost plenty br br hardest scene take finally threw dame apartment putting junk hallway front apartment stupidity change locks thats enough trite movie made want wish dame tried could satisfaction telling take hikebr br give chestnut 1 100 thats bad thought guess cant blame actors awful actually try play straight face,0
awful movie love monster flicks couldnt watch even half terrible acting cardboard characters abysmal special effects nothing redeeming movie characters come either endless supply suicidally stupid cannon fodder else vacuous uninspiring sock puppets plot formulaic cut paste standard sciencerunamok drivel even cgi horrible know bad cant even depend movie provide good eye candy surprises herejust old old truly one worst films ever made director roger corman hung lightpost children use pinata,0
opinion movie advances new thought seems like taking spear spear without looking side director seems agenda duh find rational lacking seem room alternative view one usually side naysayer movie lacks credibility relies fantastic observations manwoman street really wish cr5eate credible alternative creed held onto 2000 years got make effort allowing side voice beliefs im sure beginning movie felt like attack cristian faith one non believer allow beliefs others would wish ridicule try understand tolerate,0
ive seen movie worth like martial arts overcoming internal conflict worthy choice seeing movie wanted productive member society could relate inner turmoil girl looking acceptance needing path follow course mr miyagi always provides sage advice 2 thumbs,1
creators bruce almighty liar liar film took pick start least seeing expected runalong america pie flick slightly different funloving slacker finishes high school makes college running accordingly expect theres lot parties hot girls bikinis film tried harder average teen flick bartleby gaines justin long encourages students peers learn freedom expression ultimately shove system humour varied loved cast delivered fantastic performances hire one friend bloody crack,1
peter cushing donald pleasance must desperate work lent talents turkey horribly muddled story satanism modern day greece land minotaur aka devils men misfire moreorless every level imaginable precious scares always slight flaw horror movie dont think weak performances countless scenes characters foolishly wander alone turn opportunity remain safety group rather irritating editing techniques add nothing whatsoever proceedings got prematurely excited prospect cushing pleasance working together 17 years flesh fiends film isnt worth getting remotely excited huge letdown rather embarrassment much worthier leadsbr br remote region greece outsiders tourists archaeologists keep going missing local priest father roche donald pleasance suspects something sinister afoot writes friend new york private eye milo kaye costas skouras asking fly greece help get bottom mystery meantime three visitors beth vanna reville ian nikos verlekis tom robert behling personal friends father roche go missing snooping around nearby greek ruins milo eventually arrives greece initially dubious father roches beliefs missing people snatched satanic sacrifices milo father roche also joined laurie luan peters girlfriend missing man tom together uncover activities minoan devilworshipping cult headed creepy carpathian exile baron corofax peter cushing crazed cultists busily sacrificing victims statue minotaur furthermore seemingly cannot killed normal means father roche use variety religious artifacts fight thembr br land minotaur much better actually plot wacky improbable hallmarks enjoyably goofy cultcamp favourite handling awful director costas carayiannis idea link narrative together cohesively whole thing progresses like made daytoday basis also idea coax convincing performances cast left embarrass either dreadfully hammy pleasance cushing dreadfully amateurish skouras peters performances whats worse narrative makes sense would father roche seek help private eye utterly flippant beliefs roche know sacrifices occur full moon minotaur statue speak one one sacrificial victims instructed vision stab father roche stabbed scenes later getting chance carry baffling father roche drag milo halfway around world help needs crucifix holy water dispose bad guys questions pop mind land minotaur alas answers frustrating dumb disappointing,0
much bad say movie little thats goodbr br plot enough holes sink titanic characters completely unbelievable monsters unrealistic im sick tired seeing movies involve exhusband exwife thrown together bizarre emergency happens far often films become another bad clichébr br find hard believe anybody would invested 1 making garbage never mind 100 must costbr br could make better movie convincing special effects home computer didnt think movies could get bad avoid costs something thats fun enjoyable tooth pulled enema,0
wonderful 3 part bbc production one sweetest love stories seen actresses display high level talent especially rachael stirling nan astley funny seductive cute love making scenes close kisses erotic regardless ones sexual preference br br characters well defined believable guess byproduct good adaptation well written novelbr br truly remarkable well paced drama picks speed quickly couple boring necessary scenes beginningbr br vote 910,1
worst kind film basically us declaration independence replaced plasma screen fooled museums security several days ehbr br plasma screen would theoretically run less 2 seconds watch battery assuming low enough internal resistance deliver required current wouldntbr br would possible dozen large car batteries inverter system wouldnt fit case sorry anal isnt even close plausible rest film wasnt great deal better im left wondering budget couldnt donated charity,0
yes movie bad whats worse takes advantage whatsoever title entire movie zombies vampires fight twice top never really sure main character movie definitely vampire one might argue trying tone make realistic ends boring half movie takes place car scenes take place anywhere else arent much brag either also theres clear antagonist end idea really happened last 30 minutes movie br br however say film low production value soundtrack surprisingly appropriate instrumented either origonal score sampled music elsewhere br br im independent films doesnt look like ever intended mass audience br br worse scarecrow slayer,0
wind easily one worst films ever made good comes kind pointless drivel fact seeing films like get distribution makes indy horror filmmakers like confident upcoming feature make cut mean represents market indy horror could make fortune videotaping taking garbage 83 minutes br br complete list film lacks would take way long write highlites story terrible acting awful cinematography virtually editing last one bothered editor film drove absolutely crazy almost editing every scene shot master absolutely coverage anyone doesnt knowcoverage shooting scene multiple angles cutting options editing make desirable viewing experience yeah movie none im talking even simplest scenes example ordinary conversation scene two people sitting table would typically start master establishing whos scene conversation goes would cut back forth overtheshoulder shots conversation continues may even throw cutaway shot two something table someones hand anything film 101 stuff guys seems though people idea films work every shot camera lockdown movement cutting nothing teaching course filmmaking would visual aid lessonbr br closing dont waste time folks amazing film ever scored distribution allbr br br br,0
falcon snowman true story two collegeage rich kids la become spies soviet union one played penn already drug smuggler eyeballs trouble played hutton lands position aerospace firm job man topsecret cable facility learns dirty tricks employed cia foreigners america doesnt like dont forget movie set early 70s time vietnam watergate appalled hes learned hutton character decides betray country convinces buddy join neither long brains long theyre way heads way outbr br thriller rather slowly paced problem well worth rental,1
delectable fusion new age babble luridly bad filmmaking may open borrow one films favorite verbs might leave jaw slack belly sore laughter retching based bestselling book james redfield first self published 1993 cornucopia kitsch tracks spiritual awakening american history teacher matthew settle traveling deepest darkest phoniest peru sniffing either air something else illegal namely discovers schlock shangri la populated smiling zombies may nuts heavily medicated perhaps theyre often accompanied panpipe flourish occasional shout celestial choir although theres lot talk energy quality decidedly missing motley cast whose numbers include thomas kretschmann annabeth gish hector elizondo jurgen prochnow firmly ensconced camp pantheon care plot involves military terrorists roman catholic church armand mastroianni provided inept direction mr redfield barnet bain dan gordon wrote hoot script short easily worst film seen 40 years viewing movies,0
songwriter robert taylor terry dizzy slaphappy cant see straight otherworldly norma shearer consuelo makes sun shine even raining mr taylor explains mr taylor gets lump throat whenever gets near ms shearer finally palm beach casino shearer frequents taylor proclaims love shearer brushes engaged george sanders tony however settle gambling debt shearer hires taylor pose cardboard lover make mr sanders jealousbr br films title invites obvious appropriate threeword review cardboard movie notable last film appearance shearer one biggest stars world gets slapped 1924 playing another consuelo women 1939 fair likely kind shearer film mgm believed audiences wanted see however part unflatteringbr br plucked powered taylor shearer better escape 1940 shearer continued might become better actress leading lady apparently longer interested certainly didnt need money taylor great scene reciting christina rossettis dead dearest threatening jump shearers balcony directed george cukorbr br cardboard lover 642 george cukor norma shearer robert taylor george sanders,0
im sure add hasnt already said fine quite hilarious comments ill trybr br know plot bed possessed demon absorbs selectively disintegrates bodies whoever whatever lays orange sodafilled body man scenes looking uncannily like robert smith cure hanging inside wall commenting goingson various victims cant resist comfort mystical bedbr br ordinary bed sirree bob eat people cleans draws covers back even makes wouldnt want bed like even use sheets rudimentary lasso wrangle escaped victims back especially theyre taking half length film try escapebr br main story call three girls go remote area housesit dont recall exactly doesnt really matter though plenty things defy convention give accept dialogue film like characters talk seemingly telepathy mouths never seem move constant echo one girls believes isnt liked rest gang makes sure tell us feelings matter echoey voiceover dont care character development thrown window long time film start scenes bed laughs snores crunches makes various noises assume judging casts nonreaction said noises cant heard telepathy makes issue diegesis difficult ascertainbut thats okthis death bed bed eats defies logic ok makes lush dreamy quality bizarre film buy hehe buydid say buy dvd make sure check introduction director explains filming flick started 1972 didnt wrap 1977 shopped years luck fast forward 26 years 2003 gets released dvd supposedly someone somewhere print country made bootleg bootleg quite chance message board less director found evidence people knew gasp cared littleknown film decided give shot release im glad youve even much heard title film must see one going buy im going preach gospel around worldstarting comment,1
movie needs put dvd funny loved really really cute funny realistic suppose thing like girl relying guy much represents time period way thinking though trying get movie long unavailable us format uk play us dvd players sadly looked classic film believe film could easily become cult favorite ages bad legalize certain things could really save small countries lindy unsinkable positive character makes lemonade lemons funny charming stole show,1
found darkness dark kind cool idea ambitious ideas bad action scenes splashy moments make go ugh underlit point confusion dont really know always going dark scenes film shot super 8 film already nasty grain deal nathan schiff movies much director leif jonker seems want make original film lacks knowhow camera never pointed right place lack fundamentals shoot simple dialogue scenes light movie hurt well actors pretty uneven hammy despite negatives music good gore plenty ranges silly putty really good appliances classic like says worthy two discs worth praise good first try guys would stop patting back movie understand one ever finished try may better,0
want see real evidence misguided unchecked government unpopular people movie provides read people saying patriot act passed 911 watch movie worth really want give away freedoms people regardless saw tv fully informed watch movie apologize quoting another reviewer needs repeating roger ebert siskel ebert said whats interesting youre looking people unbalanced zealots dont find among branch davidians find among fbi alcohol tobacco firearms people movie deserve feared think think every person responsible 911 needs brought justice think government shown history honoring duty protect peoples rights movie proves dramatic fashion,1
see 12 year old dream see br br marvelous sammy davis jr singing aint necessarily,1
ive loved movie since little kid remember night mother brought movie home loved still think funny original also catchy tunes movie lou also surprisingly good singer actors portray prince arthur princess eloise okay abbott costello best former heavyweight boxing sensation buddy baer also brother former heavyweight champion max baer good movie cop giant hes better actor boxer natural talent beginning movie hilarious lou costello keeps crashing car gets trouble buddy baer slapstick house good especially like comedy giants castle favorite parts part lou climbing beanstalk theyre singing farewell jack singing back hell return lou costello good singing favorite part part jack fighting giant like jack makes exploding eggs tries make giant omelet keep exploding abbott costello hilarious greatest comedians time one great movies love cherish reviews movie arent good cant understand good abbott costello movie also love lou costello comes back reality end thinks hes back dream bud hits starts singing song leaves attitude like one going push around good movie,1
favorite show think utterly brilliant thanks david chase bringing lifebr br season 1br br 1 sopranos 55br br 2 46 long 455br br 3 denial anger acceptance 55br br 4 meadowlands 45br br 5 collegebr br 6 pax soprana 55br br 7 neck 455br br 8 legend tennessee moltisanti 55br br 9 boca 455br br 10 hit hit 355br br 11 nobody knows anything 55br br 12 isabella 55br br 13 dream jeannie cusamano 55,1
thing john carpenters best movie merging talents tension building shocks decent production values turned perfectly crafted sci fi horror moviebr br filming truly difficult conditions creates believable isolated research base sets tension anything even happened ensemble cast work well together kurt russell proving charismatic leading man even beardbr br building tension slowly moments gory horror courtesy effects meister rob bottin currently directing freddy vs jason carpenter creates movie rarely matched considering came year et could differentbr br worth watch rewatch 9 10br br ps dvd excellent lots extras plus best dvd commentary going carpenter russell plus remixed dolby digital even scarier sound effects,1
movie yes movie shot twoparter two parts together come slightly 2 hours one unsung masterpieces world cinema wellmannered yet time absolutely savage denunciation soviet regime type person flourished film faithful adaptation longbanned eponymous book mikhail bulgakov sets flawless director made brilliant decision film monochrome sepia adding feel authenticity late80s washedout color incarnation would ruined film wont say much plot deserves discovered viewer performances true oscar material special mentions go e evstigneev plays old professor presence gravitas kind wisdom barely word gesture ends stealing every scene hes second course creaturesharikov played horrifying perfection v tolokonnikov far frightening character hannibal lecter exist real life entire countries ran men like throughout history ensuesbr br socio political allegory worth mentioning movie also brimming humor albeit dark many outright comedies havent made laugh much film whats laughing movie feeling one hilarity understanding agreement always plusbr br hardly complaint movie slight flaw tone intellectualbourgeois snobbery caught times enlightened characters thats minor quibblebr br sadly film appears bypassed western licensing companies crying shame one allround best movies languishing unrestored untranslated shouldnt incredibly hard though cultural references revolutionary terminology necessarily fade translation films main themes accessible waiting fingers crossed criterion edition im considering creating english subtitles see works,1
realize youve watching exact show eight years right could understand initial curiosity seeing strangers coexist island youd think watching unkempt stinkladened heroes run roughshod bush egg spoon half decade would enough get commit something little original interestingbr br im even speaking shows validity record find questionable hard suspend disbelief bushy bill eating rat entire crew producers camera people housed air conditioned makeshift biodome sipping frosty mochcinnos moxybr br whats appeal dont care people meandering lives dont get find captivated hairy unwashed people suggest turn tv take trip local bus station see people like true habitat call homeless people free charge sit back marvel uncanny ability retrieve various cigarette debris plethora garbage canisters eventually striking paydirt fashioning homemade dr frankensteinstyled cancerstick begging people change food stink aqua velva breath enough suggest otherwise best part much like survivor every week one member tribe leaves island unceremoniously sent packing local institution frightening unmedicated state fullblown schizophrenia kicks gear thats entertainment,0
disappointing film oliver stone unlike recent epic jfk fails stimulate sort real emotion talk radio talkback host barry champlain loud opinionated man manages upset lot people yet still draw audience mind want ring abuse boss movie alec baldwin sums character well saying hes shoe salesman big mouth barry eric bogosian gets death threat upon death threat final outcome almost inevitablebr br sort movie usually something powerful say however talk radio fails make serious comment remains frustrating pointless filmbr br thursday september 17 1992 video,0
might know eça de queiroz one portugals rightfully celebrated writers witty spared one critics must rolling tomb thats due movie bad result treatment dispensed one masterworks crime padre amaro treated like cheap throwaway trashbr br publicized modern urban take book feared worst normally modern contexts means taking liberty take p adaptation half arse shoddiest possible way moral social dilemma priest secretforbidden affair substituted extralong passages people dealing drugs singing hiphop particular pertinent reason plot like might well beenbr br oh theres lots sex least counting put remember every movie 80s matter genre tone always found way sneak nudity thriller need simply found way capturing felon happened bed woman would prance around screaming naked course cops barged ahem gratuitous word think theres anything wrong nude scenes make creators movie look desperate simply theres nothing else movie totally devoid call dramatic content,0
problem finn actors movie every finnish movie feeling finland like five actors think youre finland really like movie refreshing noveltybr br movie dreadful chain events affects people quite harshly alcoholism cold climate darkness may clichés theyre still real todays finnish society lot people finland depression especially winterbr br tone movie melancholic enjoyed louhimes directing solid liked movie lot negative thing see faces youve seen,1
loved film thought would easy watch easy forget ran watching buy dvd obv easily forgottenbr br script brilliant casting couldnt perfect character moment laughed hard throughout film comedic timing spotonbr br,1
reason decided view film great acting talents karen sillasalyson haywoodbad money99 deeply involved gary coledavecry wolf05 great war hero kinds ways make money never seems stop telling lies alyson dave trying rebuild old home restore comfortable living conditions relationship gets troublesome alyson decides find going plot gets mysterious big fan karen sillas film wish karen would appear films miss great talents,1
title says allbr br im film critic act like rest snobbish people commenting moviebr br obviously movie didnt multimillion dollar budget plot well done acting awesome cinematography great looked like lot fun making movie voted 9 10 sound strong one channel instead imagine might error recording dvdbr br ill definitely checking movies produced brain damage films br br dylan oleary cast crew thank,1
title suggests movie sequel american werewolf london none characters previous movie return arent even mentioned movie name sequel aawip fails one would saybr br dare say oppositebr br american werewolf paris charming effective horror movie one better werewolf films seen long time seen quite share american werewolf london howling wolfen wolfman underworld trilogybr br story tells three americans visiting paris vacation top eifel tower one saves woman trying commit suicide starts romantic relationship slowly turns nightmare dark secrets lurk city revealedbr br really liked acting film especially two stars movie woman tried commit suicide guy saves good chemistry together two americans also play roles nicely didnt really find anything annoying acting thumbs br br effects werewolves nice doesnt look cheap fake course opinions divided subject lets say wasnt disappointedbr br theres also good amount humor movie really funny scenes probably remember long timebr br sum american werewolf paris might direct sequel predecessor still enjoyable movie perfect fans werewolves 7 10 stars,1
great disney flickit story aging high school baseball coachdennis quaidwho way big leagues pitcherbut suffered career ending injurybut series eventsjimmy morrisquaidgets try major league team even makes rosterthis great family filmit inspirationalbut doesnt pour thickits fun entertainingadults enjoy movie well kidsit based upon true storythough im sure filmmakers took liberties telling storyquaid sensational title charactervery convincingif youre looking film whole family enjoylook further910,1
first didnt think performance lauren ambrose anything flaky character developed portrayal made sense amy madigan seemed terse role didnt really tie daughters characters together even though apparent character disengaged character played lauren ambrosebr br christopher lloyd hit usual carried role encourage story line character development left audience wondering chastised younger characters could accomplished directly br br overwhelming glue somewhat vague story line play taylor roberts comprehensive delivery simplistic character held movie together pivotal role taylor able encourage realistic family relationship characters acting antagonist relationships film,1
love knotts let say upfront enormous talent best portray nervous lovably befuddled loser thrown position authority fabulous role roy fleming reluctant astronaut film pretty dull really even though kid brother delighted watching films still worth watching really film best enjoyed children id categorize 100 familyfriendly something could sit watch kids family nightbr br knotts films theres great cast beloved character actors cant help smile knotts gives one shaky openmouthed stares matter old jaded arebr br adult perspective one thing think great film captures nasa 1960s new modern buildings hope optimism future surprised suave studly leslie neilsen back complaint story roys love interest rather threadbare unlikeable woman cant give time day becomes big shot youre like youll hoping gives shoveoff end beware youll whistling theme tune days watching catchy,0
mean lets face modelling pose photos judging top criticism show however entertaining especially tyra banks nigel barker j alexander supermodel twiggy ive watched season 5 6 7 middle season 8 looks like american idol gone sexy im guy watch hot girls posing bikinis show quite boring comes judging tyra tends go really offputting anyway would recommend yes would recommend women wanting go modelling business,1
get feeling producers mess make painful ridiculous western ever made painful best word think describe itbr br plus side nice color photography beautiful wellspoken rhonda fleming sympathy goes jacques aubuchon played cripple acted well enough annoying role written atrociously actor could give enjoyable performance production values quite good served highlight terrible story screenplaybr br things hated stewart granger looked little like western figure british accent neat tailored outfit silly immaculate alwayswhite kerchief tied around neck got tiresome way townspeople son constantly haranguing insulting granger never spoke replied back know supposed suspend disbelief appreciate westerns symbolic morality plays one broke spell laughably unrealistic predictable scenes worst end granger miraculously speedily singlehandedly plants dynamite around canyon pass bad guys cattle pass granger plants perfect spot shoot dynamite far distance create rock slides bury spook cattle bad guys seemingly destroying save two main bad guys next worst everything plot loaded soap opera scenes nothing movie seemed believable couldnt believe conflict bad guy driving herd market wanted cows chew grass along way dont see something couldnt worked need land ownership dispute dont bother see,0
hard rate film entertainment value 21st century viewers fails miserably however student early sound films history jewel show shows revue filmed compete mgms successful hollywood revue 1929 still survives intact complete technicolor scenesbr br purpose allstar revue showcase particular studios silent stars speaking roles show could make transition however warner bros seems forgotten employs many acts stars didnt even longterm contract ben turpin lloyd hamilton beatrice lillie even marching band meanwhile biggest talent al jolson noticeably absent even high salary could compelled join almost every act overly long film plays like dozen vitaphone shorts strung together continuity finale also overly long really enjoyable dance numbersbr br highlights film two numbers winnie lightner pingo pongo singin bathtub couple numbers nick lucas john barrymore performing shakespeare chinese fantasy li po li nick lucas myrna loy last number part film survives technicolor really quite attractive reasonably enough players good acts longterm warner bros stars perhaps director knew play strengths since familiar thembr br film acts snapshot odd point film history year 1929 bridge year two eras silent sound eras roaring 20s great depression two years later film would entirely different cast warner bros would abandon silent era stars stars hired produce early musicals favor stars gave warner bros distinctive urban look feel james cagney joan blondell edward g robinson others,1
would watchable hollywood mediocre good editing relies typical american thriller plot going outsmart everyone acting average shining appearance detective best actor film mostly responsible tension film rises film completely suffocated blank video sound shots looks like raw film material dont mind watching movie looks like student film project film watch guess would enough say film everything else could really spoil tension probably low enough,0
dahmer young confused man dahmer confusing movie granted beers watching movie doesnt explain got bored flickbr br flashbacks nothing confusing annoying theres real storyline beginning end thing made sense movie explaining text beginning end movie inbetween stuff would movie boring images waste time br br never see actual murders everything bunch insinuations sometimes even get feeling dahmers dreaming entire thing know isnt since itsbr br based true story actually happened least happened easy tellbr br encourage people waste time movie ibr br didnt like one bit felt cheated suddenly ended br br,0
apparently bernard cribbins ad libbed nearly lines sit daddy oh daddy bit without blubbing really need get touch inner child trust im 41 year old bloke,1
cannot enjoy chick flick stop right however enjoy films illustrate complex characters provide extraordinary acting read onbr br ann grant lord dying two daughters arrive bedside ann begins talking people past daughters unaware question whether lost acquaintances real imagined come realize people mothers past indeed realbr br story shifts basically 1953 circa 2000 glimpses anns life years 1953 ann met love life experienced lifes greatest tragedybr br one anns two best friends college lila married anns best friend lilas brother buddy lila buddy children rich newport family whereas ann cabaret singer living greenwich village wants free spirit still bound many 1950s conventionsbr br soon ann arrives maid honor lilas wedding meets person become pivotal character lives three harris adult son former servant family grew lila buddy gone become physician small new england town ann immediately becomes enamored harris adds complication fact lila always love harris continues buddy also love harris 1953 redirected homosexual desire harris good friend ann cannot admit sexual craving another man buddy exhibits inner frustration outwardly alcoholic wisecracking bad boy family much chagrin proper uptight parentsbr br needless say expressed repressed emotions lead tragedy chick flickbr br present time anns daughters become distant mother suffering life realizations doubts constance working emotional exhaustion trying keep roll perfect mother wife nina always felt inferior cannot maintain relationshipbr br stir relationships span fifty years get intriguing look society values effects upon personalities actions complex people involvedbr br acting evening excellent extraordinary performances scenes along two unique family relationships make film specialbr br claire danes plays 1950s ann style clearly shows intelligent woman times conflicted supposed opposed wants performance easily forgettablebr br vanessa redgrave plays dying ann whose mind shifts present past flights fantasy course redgrave pulls sterling stylebr br natasha richardson redgraves real daughter plays anns daughter constance film scenes real life mother daughter playing fictional mother daughter insightful treat watchbr br toni collette plays anns daughter nina nina spends good deal time depressed feeling sorry shutting good man loves well mother sister collette perfect part never seen give bad unbelievable performance matter part playsbr br mamie gummer plays 1950s lila shows us woman even conflicted expected role life good friend ann goodbr br meryl streep gummers mother plays present day lila say meryl streep always gives insightful rewarding performancebr br director lajos koltai states dvd extras sought glenn close play relatively small part lilas mother felt actress could think play one scene film certainly right closes performance one scene etches mind scenes close lilas proper mother get another performance treasurebr br three scenes film combined one featuring close described make whole movie worth watching lilas wedding day ann comes room crawls bed friend discuss lilas misforgivings upcoming wedding man clearly love scene repeated fifty years later lila comes crawls bed dying friend ann talk lives lived latter scene streep redgrave enthrallingbr br memorable scene least buddy declares love ann hugh dancy buddy gives us heartbreaking performance young man torn apart conflicting sexual feelings performance superiorbr br chick flick yes special film unbelievable acting directing scenery definitely cannot recommend evening much,1
inherent problem commenting reviewing film remember feeling way disliking dogma like film odd controversial like mulholland dr seen getting course already seen film know entire point getting anywaybr br heard several different sources unique likable aspect film dreamlike quality words plot isnt structured like films case mulholland dr seems like unfocused collage made third grade boy procrastinated last second art project doesnt make sense isnt supposed know tv series first appears lynch stack unused film decided mash bunch new stuff notice toward end nudity sex foul language increase things would filmed televisionbr br better film told traditional linear fashion rent thin red line 1998 great film notbr br rating 2 ten,0
please people bother poorly directed joke direction totally wrong outset history mothers emotional interference general madness original family ed portrayed large overbearing imposing figure full anger hate crap writer director obviously research history wanted cash infamous gein name fools made movie took many liberties truth ridiculous want see brilliant gein film go back minor classic deranged see ed really humor film ed portrayed sad lonely slight man accordingto history background story poorly setup shocks shocking weve seen accomplished well take worst texas chainsaw massacre ripoff add one list give one ten rating wouldnt accept zero want money back anyone regards film stunning possibly getting financial kickback,0
movie without doubt perfect 1010 people rating film low grades good plot anything like thats ridiculous saying jackie chan movie bad plot like saying porn movie bad plot watch jackie chan fight scenes action much concentrated good story anything like look makes movies compare american films era even later realize jackie chans movies top fights scenes really good plots american movies good plots shitty action scenes compared jackie chan time porn watched porn jackie chan watched action think people rating bad theres plot think thats smart movie critic would rate good movie way see good movie movie keep entertained sure middle movie boring boring put way rest action scenes stunts much pay change way american action movies created even stollen scenes movie want true man true entertainer watch movie many jackie chans hes pure everyway literally makes american movies look like walk park even todays movies american movies rely much special effects safety wires stunt doubles much police story many jackie chan films pieces work true entertainer goes talented masterpiece,1
watched movie second time enjoyed much first time emotional beautiful movie good acting great family values inspiring touching,1
expectations quite high film everyone know saw film cinema told everyone stayed credits touched expectations could higher anything short wonderful would disappointed mebr br anything disappointed movie loved dealt difficult subjects without going usual steps hollywood film tends include film characters worked problems decades worked prejudicm learned open come easily singing song two painful took arguments took confrontations felt like real lifebr br one scene really stuck scene gabriella sings song helen sjöholm one favorite singers voice lovely could tell lipsyncing previous recording filming often find movies really sang whole body soul could feel gabriella feeling scene movie made hollywood song would likely sung toward end would made husband open eyes see error ways well making people village realise thing two instead came halfway bring solutions husband become overwhelmed realise hes putting didnt seem make anyone else village open minded beautiful pure touching magically solve problems felt real thats probably would happened real life whole movie felt like real life nothing neatly wrapped everything sense joy happiness rarely find movie feels realisticbr br things bothered hey movie perfect havent already go see heaven filled joy life sense hope feeling youve touched level movies rarely reach sad pained happy dozen emotionsbr br someone said every person world sang choir would wars seen film might agree,1
cameron diaz woman married judge played harvey keitel whose life fine ex shows things get little complicated watching movie several times asked sobecause movie ridiculous blah poorly scripted without believability audience really car happenseven lovely cameron cant save one scale one ten2,0
first saw premiered ten years ago saw today still big impact fought alone girl caitlin played tiffani thiessen raped jace played david lipper classmate enjoys hurting girls caitlin popular high school clique reveals raped clique turns led ethan played brian austin greenbr br movie chronicles caitlins struggle entire town including high school essentially lets athletes determine social environment allowing get away whatever wishbr br thiessen green top performers real chemistry two throughout entire film actors film inspired actual events great job fought alone really captures essence like high school least 1995 ones selfesteem reputation stake recommended 1010,1
overall well done movie parts made wince parts threw hands came away something gone withbr br think movie suffers serious excess ambition without spoiling let say obvious references trial fire ramayana way beyond movie stands ramayana epic 200 page book puts women india movie two girls married distinctive indian family basic tenets unwritten laws family tradition seem conservative india let assure reader lived delhi 12 years found entire parts ring bells mean things actions true stuff way mark especially todaybr br delhi complicated india complicated director tries simplify fails pretty miserably thatbr br english imagine movie american indians english french speaking english seriously jarring even servant spoke fluent accented english albeit hint colloquialisms language believabilitybr br chemistry leads palpable like hot movie think biggest saving grace development true real life love storybr br film radha sita would got full marks could made subtle statement movie goes say india indian society like respect succeeds much fails take everything see pinch salt dark secrets india revealed two girls falling love like happens everywhere else,1
wife took 13 year old son see film absolutely delighted winsome fun film extra appeal boys men remember childhood even women enjoy film especially hallie kate eisenbergs refrain boys weird refreshing see film unapologetically shows boys girls indeed different emotional social makeup boys really kinds strange things usually survive tell story scare mothers silly enjoyed film much son 11 year old friend daughters 23 year old boyfriend went see movie next day guys day even fun second time around everyone raved clean delightfully acted preadolescent cast reminiscent tv classic freaks geeks feel become sleeper hit unlike freaks geeks didnt survive first season soldout dvd release see especially boys youll find stimulates conversation fun safety girls love opportunity affords say boys weird dont miss,1
time favourite movie everbr br remember seeing younger since love used rent often one video store used carry moved couldnt find kep going back tot far away store could watch movie againbr br finally found sale bought watched great moviebr br since though first dvd got got dvd player ok well got time quality dvd way better couldnt believe gotta see one,1
